31835,216,3
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-112,U3,168,169,85,231,248,152
P-113,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-117,U3,84,252,166,136,301,231
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-120,NONE,-1,-1,-1,-1,-1,-1
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,NONE,-1,-1,-1,-1,-1,-1
P-123,U6,91,182,239,134,244,279
P-124,U5,116,72,154,170,176,226
P-125,U3,91,175,0,159,260,91
P-126,U3,0,0,152,85,64,212
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U5,88,0,93,198,59,178
P-130,U3,160,263,156,238,308,196
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U5,179,200,0,242,309,91
P-134,U6,0,95,0,80,183,97
P-135,U5,81,0,235,189,66,280
P-136,U5,116,72,226,182,174,273
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U6,160,198,0,244,294,75
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,NONE,-1,-1,-1,-1,-1,-1
P-142,U3,0,95,0,92,169,83
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,U6,0,183,0,75,289,79
P-146,U2,0,107,110,56,207,155
P-147,U3,0,208,186,65,254,241
P-148,U5,0,245,166,100,312,215
P-149,NONE,-1,-1,-1,-1,-1,-1
P-150,U6,134,243,222,188,285,280
P-151,NONE,-1,-1,-1,-1,-1,-1
P-152,U4,158,87,170,215,154,219
P-153,NONE,-1,-1,-1,-1,-1,-1
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,NONE,-1,-1,-1,-1,-1,-1
P-156,U1,90,213,0,137,286,110
P-157,U3,0,135,83,88,189,171
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-162,U6,0,98,198,46,202,263
P-163,U3,178,90,0,227,173,83
P-164,U2,178,73,0,218,175,87
P-165,U5,88,0,0,191,96,93
P-166,NONE,-1,-1,-1,-1,-1,-1
P-167,U4,44,172,82,91,222,182
P-168,U3,0,241,0,87,309,88
P-169,U4,61,0,0,109,87,94
P-170,U1,178,106,0,222,187,100
P-171,U1,156,0,102,206,93,157
P-172,U4,59,101,68,110,172,144
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-177,U4,0,234,124,44,275,223
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,NONE,-1,-1,-1,-1,-1,-1
P-180,U3,88,169,91,168,240,150
P-181,U6,160,0,200,218,98,257
P-182,NONE,-1,-1,-1,-1,-1,-1
P-183,U5,81,0,178,186,72,235
P-184,NONE,-1,-1,-1,-1,-1,-1
P-185,U4,132,0,79,174,67,179
P-186,U2,92,190,0,139,274,93
P-187,U3,87,263,0,171,317,78
P-188,U3,0,189,81,86,240,132
P-189,U4,127,232,0,183,295,87
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,U1,0,232,59,54,308,133
P-193,U2,0,103,0,72,190,67
P-194,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,NONE,-1,-1,-1,-1,-1,-1
P-199,U3,91,76,150,149,143,223
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-202,U4,179,221,131,231,315,171
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U4,179,181,59,226,221,168
P-206,U3,149,81,202,209,128,243
P-207,U5,88,200,163,158,245,258
P-208,NONE,-1,-1,-1,-1,-1,-1
P-209,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U3,0,0,0,96,95,81
P-212,U5,192,110,0,240,184,105
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U3,0,127,171,58,208,232
P-215,U3,96,0,0,183,89,80
P-216,U6,0,263,160,64,307,243
P-217,U3,92,95,78,170,169,150
P-218,U1,0,232,0,90,309,59
P-219,U6,75,196,72,136,290,148
P-220,U4,0,181,0,44,285,71
P-221,U3,0,254,188,68,298,237
P-222,U3,87,263,78,160,304,166
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U6,64,0,166,132,99,222
P-225,NONE,-1,-1,-1,-1,-1,-1
P-226,U3,169,0,92,229,72,166
P-227,U2,158,0,0,217,73,96
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-230,U4,112,86,88,158,134,174
P-231,NONE,-1,-1,-1,-1,-1,-1
P-232,U6,46,94,223,113,178,270
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,U2,0,107,67,65,211,110
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U6,0,202,213,91,258,269
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U5,0,176,166,50,245,268
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-241,U1,98,64,0,169,138,91
P-242,U1,0,58,79,89,127,132
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,U1,137,213,0,213,275,75
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,U4,176,0,0,236,102,61
P-247,U1,0,64,0,98,126,79
P-248,U4,44,236,59,121,303,111
P-249,NONE,-1,-1,-1,-1,-1,-1
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U5,88,200,68,136,310,163
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U6,0,0,103,64,98,199
P-256,U2,0,190,0,92,254,66
P-257,U4,44,222,151,111,273,205
P-258,U4,44,181,0,115,236,82
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,U2,169,272,0,218,315,99
P-261,U2,92,274,0,169,316,100
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,U2,0,0,0,56,83,98
P-264,U5,0,108,164,60,176,272
P-265,U3,148,224,196,208,282,243
P-266,U6,48,99,170,109,187,223
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-269,U1,91,97,91,165,155,147
P-270,U3,0,255,141,70,307,188
P-271,U4,0,275,124,44,316,216
P-272,U4,44,222,111,119,286,151
P-273,U3,0,0,81,85,79,152
P-274,U5,0,205,0,75,293,110
P-275,U3,170,90,83,215,167,157
P-276,U4,183,221,69,229,290,131
P-277,U5,0,0,95,54,108,200
P-278,U2,107,0,110,187,73,154
P-279,NONE,-1,-1,-1,-1,-1,-1
P-280,U6,0,202,160,90,263,213
P-281,NONE,-1,-1,-1,-1,-1,-1
P-282,U5,0,108,110,107,200,164
P-283,U6,149,101,0,215,198,100
P-284,U5,191,0,0,243,110,70
P-285,U5,0,0,200,81,108,254
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-288,U4,0,0,0,61,101,94
P-289,U1,91,155,56,161,198,122
P-290,NONE,-1,-1,-1,-1,-1,-1
P-291,U3,169,0,166,243,81,206
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,U5,171,184,91,220,293,160
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,U6,157,0,0,225,101,103
P-298,NONE,-1,-1,-1,-1,-1,-1
P-299,U6,149,101,100,232,188,180
P-300,U6,80,99,0,149,196,101
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-304,U6,132,98,180,200,187,231
P-305,U4,59,100,144,112,158,207
P-306,NONE,-1,-1,-1,-1,-1,-1
P-307,U1,137,275,0,219,318,96
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-310,U3,154,165,196,219,224,239
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,NONE,-1,-1,-1,-1,-1,-1
P-313,U1,0,127,106,91,181,160
P-314,NONE,-1,-1,-1,-1,-1,-1
P-315,U3,0,255,88,75,305,141
P-316,NONE,-1,-1,-1,-1,-1,-1
P-317,U4,174,0,110,227,86,160
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,U6,0,98,97,48,200,198
P-320,U3,160,263,99,224,316,156
P-321,NONE,-1,-1,-1,-1,-1,-1
P-322,U2,179,175,57,224,241,159
P-323,NONE,-1,-1,-1,-1,-1,-1
P-324,U6,0,258,243,68,298,284
P-325,NONE,-1,-1,-1,-1,-1,-1
P-326,U3,154,81,157,205,165,202
P-327,U3,154,167,152,212,263,196
P-328,NONE,-1,-1,-1,-1,-1,-1
P-329,U6,136,188,141,230,253,199
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,U2,0,211,66,71,254,154
P-332,NONE,-1,-1,-1,-1,-1,-1
P-333,U6,75,198,0,160,298,72
P-334,NONE,-1,-1,-1,-1,-1,-1
P-335,U1,0,0,0,91,57,95
P-336,U4,0,0,192,68,72,241
P-337,U2,139,185,57,179,262,159
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,U2,139,185,0,211,272,57
P-342,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,U6,91,187,192,134,265,239
P-346,U5,0,110,0,83,205,110
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-350,U6,48,99,101,133,159,170
P-351,U2,137,78,0,178,185,92
P-352,U6,200,98,180,243,187,246
P-353,U3,88,143,150,154,204,220
P-354,NONE,-1,-1,-1,-1,-1,-1
P-355,U4,112,84,174,157,144,226
P-356,U6,80,0,0,157,99,95
P-357,U6,188,234,222,228,292,278
P-358,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-360,U3,85,0,168,165,76,221
P-361,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-363,U4,109,0,0,176,72,79
P-364,NONE,-1,-1,-1,-1,-1,-1
P-365,U5,0,0,0,88,110,95
P-366,U5,60,108,164,116,179,269
P-367,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-371,U4,115,171,59,167,219,150
P-372,NONE,-1,-1,-1,-1,-1,-1
P-373,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,U1,89,0,95,156,97,143
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-378,U4,0,101,81,59,154,170
P-379,NONE,-1,-1,-1,-1,-1,-1
P-380,U6,134,187,199,175,243,261
P-381,U3,84,204,150,148,252,219
P-382,U1,172,0,0,215,106,102
P-383,NONE,-1,-1,-1,-1,-1,-1
P-384,U4,183,232,0,243,305,69
P-385,U6,203,261,75,243,309,139
P-386,NONE,-1,-1,-1,-1,-1,-1
P-387,U4,69,53,147,111,100,243
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-391,U2,72,103,0,137,190,73
P-392,U4,174,0,160,237,87,200
P-393,U6,175,187,199,219,234,264
P-394,U5,83,110,0,192,200,81
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,NONE,-1,-1,-1,-1,-1,-1
P-397,U2,0,254,96,80,305,155
P-398,U2,56,0,0,108,103,85
P-399,U1,165,106,100,209,195,145
P-400,U4,112,154,150,164,204,214
