7,6
7,8
7,9
7,10
7,11
7,12
7,13
7,15
8,-15
8,-13
8,-11
8,-9
8,-7
8,-5
8,-3
8,-1
8,1
8,3
8,5
8,7
8,9
8,11
8,13
8,15
9,-14
9,-13
9,-11
9,-10
9,-8
9,-7
9,-5
9,-4
9,-2
9,-1
9,1
9,2
9,4
9,5
9,7
9,8
9,10
9,11
9,13
9,14
10,-13
10,-11
10,-9
10,-7
10,-3
10,-1
10,1
10,3
10,7
10,9
10,11
10,13
11,-15
11,-14
11,-13
11,-12
11,-10
11,-9
11,-8
11,-7
11,-6
11,-5
11,-4
11,-3
11,-2
11,-1
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,12
11,13
11,14
11,15
12,-13
12,-11
12,-7
12,-5
12,-1
12,1
12,5
12,7
12,11
12,13
13,-15
13,-14
13,-12
13,-11
13,-10
13,-9
13,-8
13,-7
13,-6
13,-5
13,-4
13,-3
13,-2
13,-1
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,14
13,15
14,-15
14,-13
14,-11
14,-9
14,-5
14,-3
14,-1
14,1
14,3
14,5
14,9
14,11
14,13
14,15
15,-14
15,-13
15,-11
15,-8
15,-7
15,-4
15,-2
15,-1
15,1
15,2
15,4
15,7
15,8
15,11
15,13
15,14
